index_on_page,tweet_id,tweet_permalink_path,in_reply_to_user,in_reply_to_tweet,quoted_tweet_id,user_screen_name,user_id,user_name,user_location,user_timezone,user_lang,user_bio,user_image_url,date_time,tweet_date,coordinates_long,coordinates_lat,country,location_fullname,location_name,location_type,raw_text,clear_text,user_verified,hashtags,responses_to_tweeter,urls,user_mentions,tweet_language,filter_level,is_retweet,is_quote,is_reply,is_referenced,retweeted_tweet_id,retweeted_user_id,retweeter_ids,is_message,has_image,media_link,has_video,has_link,links,expanded_links,retweets,quotes,favorites,replies,source,mentions_of_tweeter,context_annotations,possibly_sensitive,conversation_id,withheld_copyright,withheld_in_countries,withheld_scope,is_protected_or_deleted,retweeter_api_cursor,views,blue_verified,video_views,user_geo_enabled
39,2049963903648399609,https://x.com/TurgayEvren1/status/2049963903648399609,,,,TurgayEvren1,373854815,,"İstanbul, Türkiye",,,"“The World Is Bigger Than Five”, “Shame”, “Absolutely Not”, ve “Kashmir Is My Name” şarkılarının söz yazarı. (Author, Songwriter and Composer)",https://pbs.twimg.com/profile_images/1375523159554809863/Dv0Y84mf_normal.jpg,2026-05-01 00:27:35,2026-05-01 00:00:00,,,,,,,"""The only place in the Persian Gulf for invaders is the bottom of its waters.""  https://t.co/hCfx9eM6dh","""The only place in the Persian Gulf for invaders is the bottom of its waters.""  https://t.co/hCfx9eM6dh",0,,,,,en,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/2049891545004769280/pu/img/UAP0L6TyiQHJAoDz.jpg,1,,,,6,0,15,0,Twitter for iPhone,,,,,,,,,,484,1,0,0
40,2050072044864508357,https://x.com/dina_sulaeman/status/2050072044864508357,,,,dina_sulaeman,1490536743137087490,,"Bandung, Jawa Barat",,,"Pengamat Timur Tengah, analis geopolitik, dosen HI. https://t.co/cqJKpzpUiL",https://pbs.twimg.com/profile_images/1678228753821097984/sqOv7wIg_normal.jpg,2026-05-01 07:37:18,2026-05-01 00:00:00,,,,,,,"30 April adalah ""Hari Teluk Persia.""
Dulu, di sana ada dinasti Raja Hormuz (abad ke-11 hingga ke-17), menguasai jalur perdagangan laut. 
Kini, Pemimpin Iran, Ayat. Mojtaba berkata: satu2nya tempat bagi para agresor Teluk Persia adalah di dasar laut.
 https://t.co/AyT2cP5D4D","30 April adalah ""Hari Teluk Persia.""
Dulu, di sana ada dinasti Raja Hormuz (abad ke-11 hingga ke-17), menguasai jalur perdagangan laut. 
Kini, Pemimpin Iran, Ayat. Mojtaba berkata: satu2nya tempat bagi para agresor Teluk Persia adalah di dasar laut.
 https://t.co/AyT2cP5D4D",0,,,,,in,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/2049891545004769280/pu/img/UAP0L6TyiQHJAoDz.jpg,1,,,,4,0,17,0,Twitter for Android,,,,,,,,,,352,1,0,0
41,2049929213407309963,https://x.com/Mauriello_R/status/2049929213407309963,,,2049891608192049177,Mauriello_R,49079553,,Tehran l Rome l Madrid,,,Historian and linguist specialising in Global Studies | Co-Editor @degruyter_brill & @palgrave | 🗣🇮🇹🇪🇸🇮🇷🇬🇧🇫🇷🇱🇧 | analysis ≠ advocacy | 😶 ≠ endorse,https://pbs.twimg.com/profile_images/2047748196982546432/PcREguG6_normal.jpg,2026-04-30 22:09:44,2026-04-30 00:00:00,,,,,,,😶,😶,0,,,,,art,,,1,,,,,,,,,,,,,0,0,0,0,Twitter for iPad,,,,,,,,,,72,0,0,0
42,2049824800349028381,https://x.com/b_schoendorff/status/2049824800349028381,briefasphotos,2049823372264255497,,b_schoendorff,16961696,,Occupied Turtle Island,,,"Foot soldier, Unit 2027, Shitposting division, Psychological Brigades of the Free People of the World. 

""The final battle has begun, shitpost them to hell!""",https://pbs.twimg.com/profile_images/2037647500820275200/kqh9YL5h_normal.jpg,2026-04-30 15:14:50,2026-04-30 00:00:00,,,,,,,"@briefasphotos @ExplosiveMediaa The thing with Freudian concepts, is the names stay but the content of the concept keeps shifting. It's exhausting.","@briefasphotos @ExplosiveMediaa The thing with Freudian concepts, is the names stay but the content of the concept keeps shifting. It's exhausting.",0,,,,briefasphotos ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,3,0,Twitter Web App,,,,,,,,,,207,1,0,0
43,2049786160453452063,https://x.com/ExplosiveMediaa/status/2049786160453452063,Terror_offline,2049612416569241815,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 12:41:18,2026-04-30 00:00:00,,,,,,,@Terror_offline 🤯💥 https://t.co/WqTJTRqFEC,@Terror_offline 🤯💥 https://t.co/WqTJTRqFEC,0,,,,Terror_offline,qme,,,,1,,,,,,1,https://pbs.twimg.com/media/HHJNpoNW4AA6duW.png,,,,,2,0,73,2,Twitter for Android,,,,,,,,,,1213,1,0,0
44,2049866230526345458,https://x.com/DropSiteNews/status/2049866230526345458,nosoyyo7,2049764499121459263,,DropSiteNews,1776269230159147008,,,,,Independent news on politics and war. 📥 Secure tip line (Proton Mail): tips@dropsitesecure.com,https://pbs.twimg.com/profile_images/1962913354638385159/k0Gl4p3z_normal.jpg,2026-04-30 17:59:28,2026-04-30 00:00:00,,,,,,,@nosoyyo7 @ExplosiveMediaa We didn’t say this was from Explosive Media.,@nosoyyo7 @ExplosiveMediaa We didn’t say this was from Explosive Media.,1,,,,nosoyyo7 ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,14,1,Twitter for iPhone,,,,,,,,,,524,1,0,0
45,2049931722230309259,https://x.com/MorenaMariaPa/status/2049931722230309259,,,2049891608192049177,MorenaMariaPa,1528774279764094977,,,,,Get your hopes up is the day that change everything you are the most greatest creation of the https://t.co/6v9S0JxDkg DM I’m MARRIED 67 years old. God bless America.,https://pbs.twimg.com/profile_images/1985875436572741632/tQPVz82t_normal.jpg,2026-04-30 22:19:43,2026-04-30 00:00:00,,,,,,,#PersianGulfForever,#PersianGulfForever,0,PersianGulfForever,,,,qht,,,1,,,,,,,,,,,,,1,0,2,0,Twitter for iPhone,,,,,,,,,,11,0,0,0
46,2049923162381623521,https://x.com/TheTopSecrets6/status/2049923162381623521,,,,TheTopSecrets6,945487277156732928,,,,,Welcome to the OFFICIAL Twitter account  of The Top Secrets society,https://pbs.twimg.com/profile_images/1921655336605257728/wyLCje32_normal.jpg,2026-04-30 21:45:42,2026-04-30 00:00:00,,,,,,,Persian gulf https://t.co/JROOpHfnAp,Persian gulf https://t.co/JROOpHfnAp,0,,,,,in,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/2049891545004769280/pu/img/UAP0L6TyiQHJAoDz.jpg,1,,,,0,0,1,0,Twitter for Android,,,,,,,,,,6,0,0,0
47,2049956766973149620,https://x.com/ExplosiveMediaa/status/2049956766973149620,HemmatMahdi,2049941854536581294,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 23:59:14,2026-04-30 00:00:00,,,,,,,@HemmatMahdi ❤️,@HemmatMahdi ❤️,0,,,,HemmatMahdi,qme,,,,1,,,,,,,,,,,,0,0,7,0,Twitter for Android,,,,,,,,,,60,1,0,0
48,2049967880859447361,https://x.com/elydia351/status/2049967880859447361,Jordan7th,2049914868875108675,,elydia351,1576668754062213123,,,,,Born in Brazil-ArsenalFC-classic films/tv-futebol. Greatest threat to global survival is US hegemony. End NATO. Israel is a terrorist state. Joined twitter 2009,https://pbs.twimg.com/profile_images/1831704179758243840/V0F4ezin_normal.jpg,2026-05-01 00:43:24,2026-05-01 00:00:00,,,,,,,@Jordan7th @ExplosiveMediaa how many times you going to post this crap?,@Jordan7th @ExplosiveMediaa how many times you going to post this crap?,0,,,,Jordan7th ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,0,0,Twitter Web App,,,,,,,,,,3,0,0,0
49,2049929606501896591,https://x.com/idertod/status/2049929606501896591,b_schoendorff,2049580215941112047,,idertod,1393944532132143106,,The Shawnee forest ,,,"Internationalist, autodidact, intellectual lumper synthesizing the Black Radical Tradition to abolish whiteness. Twelve years of treasonous unlearning. 󠁖☭ 󠁖",https://pbs.twimg.com/profile_images/1887650063805022208/tThiy6FC_normal.jpg,2026-04-30 22:11:18,2026-04-30 00:00:00,,,,,,,"@b_schoendorff @ExplosiveMediaa Great interview. It’s rare to hear pale-skinned Euro-Americans speak against whiteness and white supremacy in such uncompromising terms—it’s genuinely refreshing. There’s a long, powerful Race Traitor tradition we should be drawing from, with figures like Benjamin Lay and Ole","@b_schoendorff @ExplosiveMediaa Great interview. It’s rare to hear pale-skinned Euro-Americans speak against whiteness and white supremacy in such uncompromising terms—it’s genuinely refreshing. There’s a long, powerful Race Traitor tradition we should be drawing from, with figures like Benjamin Lay and Ole",0,,,,b_schoendorff ExplosiveMediaa,en,,,,1,,,,,,,,,,,,0,0,0,0,Twitter for Android,,,,,,,,,,50,0,0,0
50,2050006766889406676,https://x.com/FireKnight_750/status/2050006766889406676,ExplosiveMediaa,2049970286511136913,,FireKnight_750,1282011136297177089,,"Under SatanYahu’s bed,Isntreal",,,The spirt of resistance will NEVER be extinguished. #DeathtoTheIDF. fuck the Zionist entity and the UAE. LONG LIVE IRAN and its people !,https://pbs.twimg.com/profile_images/1951518092711899136/GKGep3Bz_normal.jpg,2026-05-01 03:17:55,2026-05-01 00:00:00,,,,,,,@ExplosiveMediaa @mb_ghalibaf 😭😭😭😭,@ExplosiveMediaa @mb_ghalibaf 😭😭😭😭,0,,,,ExplosiveMediaa mb_ghalibaf,qme,,,,1,,,,,,,,,,,,0,0,0,0,Twitter for iPhone,,,,,,,,,,130,0,0,0
51,2049917959250849831,https://x.com/ExplosiveMediaa/status/2049917959250849831,Sabael333,2049915742913429543,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 21:25:01,2026-04-30 00:00:00,,,,,,,@Sabael333 نه واقعا کانالی ندیدم این کارو بکنه..,@Sabael333 نه واقعا کانالی ندیدم این کارو بکنه..,0,,,,Sabael333,fa,,,,1,,,,,,,,,,,,0,0,1,1,Twitter for Android,,,,,,,,,,66,1,0,0
52,2049856814439653720,https://x.com/ExplosiveMediaa/status/2049856814439653720,rahimlue_ali,2049809602846335393,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 17:22:03,2026-04-30 00:00:00,,,,,,,@rahimlue_ali @Terror_offline 🫡🫡❤️,@rahimlue_ali @Terror_offline 🫡🫡❤️,0,,,,rahimlue_ali Terror_offline,qme,,,,1,,,,,,,,,,,,0,0,2,0,Twitter for Android,,,,,,,,,,36,1,0,0
53,2049938449059422292,https://x.com/anniefofani/status/2049938449059422292,ExplosiveMediaa,2049911158132363638,,anniefofani,306012283,,,,,,https://pbs.twimg.com/profile_images/1563504465902063616/-ifdXVOo_normal.jpg,2026-04-30 22:46:26,2026-04-30 00:00:00,,,,,,,@ExplosiveMediaa Thanks Benji! @b_schoendorff,@ExplosiveMediaa Thanks Benji! @b_schoendorff,0,,,,ExplosiveMediaa b_schoendorff,en,,,,1,,,,,,,,,,,,0,0,3,1,Twitter Web App,,,,,,,,,,47,1,0,0
54,2049912361868317165,https://x.com/ExplosiveMediaa/status/2049912361868317165,AvaBrm,2049891780556935354,,ExplosiveMediaa,2031492622968303620,,Iran,,,"Iranian Lego-style animation team. Fast, Instant, Explosive🔥🤞.
.
.
Lego Resistance Front
#LRF",https://pbs.twimg.com/profile_images/2039670351412760577/MlFKVB2z_normal.jpg,2026-04-30 21:02:47,2026-04-30 00:00:00,,,,,,,@AvaBrm Happy birthday Ava 🎈,@AvaBrm Happy birthday Ava 🎈,0,,,,AvaBrm,en,,,,1,,,,,,,,,,,,1,0,9,2,Twitter for Android,,,,,,,,,,315,1,0,0
